GPU,release_mode,seatbelts_on,model,steps,agent_count,env_width,comm_radius,sort_period,repeat,agent_density,mean_message_count,s_rtc,s_simulation,s_init,s_exit,s_step_mean
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D_rtc,200,1000000,50.000000,4.000000,2,2,8.000000,10465.808594,0.010000,16.928295,0.000000,0.000000,0.084599
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D,200,1000000,50.000000,6.000000,2,0,8.000000,29359.339844,0.000000,65.396667,0.000000,0.000000,0.326957
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D,200,1000000,50.000000,6.000000,2,1,8.000000,29323.087891,0.000000,65.351158,0.000000,0.000000,0.326729
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D,200,1000000,50.000000,6.000000,2,2,8.000000,29323.210938,0.000000,65.312973,0.000000,0.000000,0.326539
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D_rtc,200,1000000,50.000000,6.000000,2,0,8.000000,29359.332031,0.010000,48.106010,0.000000,0.000000,0.240488
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D_rtc,200,1000000,50.000000,6.000000,2,1,8.000000,29323.087891,0.011000,48.029335,0.000000,0.000000,0.240121
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D_rtc,200,1000000,50.000000,6.000000,2,2,8.000000,29323.210938,0.010000,48.067886,0.000000,0.000000,0.240313
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D,200,1000000,50.000000,8.000000,2,0,8.000000,58329.835938,0.000000,135.534088,0.000000,0.000000,0.677644
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D,200,1000000,50.000000,8.000000,2,1,8.000000,58261.476562,0.000000,135.847534,0.000000,0.000000,0.679188
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D,200,1000000,50.000000,8.000000,2,2,8.000000,58200.339844,0.000000,135.685913,0.000000,0.000000,0.678402
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D_rtc,200,1000000,50.000000,8.000000,2,0,8.000000,58329.835938,0.052000,100.326538,0.000000,0.000000,0.501605
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D_rtc,200,1000000,50.000000,8.000000,2,1,8.000000,58261.476562,0.043000,100.179657,0.000000,0.000000,0.500871
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D_rtc,200,1000000,50.000000,8.000000,2,2,8.000000,58200.339844,0.027000,100.171669,0.000000,0.000000,0.500832
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D,200,1000000,50.000000,1.000000,5,0,8.000000,200.004242,0.000000,0.683174,0.000000,0.000000,0.003381
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D,200,1000000,50.000000,1.000000,5,1,8.000000,200.310333,0.000000,0.680363,0.000000,0.000000,0.003378
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D,200,1000000,50.000000,1.000000,5,2,8.000000,200.023285,0.000000,0.678895,0.000000,0.000000,0.003370
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D_rtc,200,1000000,50.000000,1.000000,5,0,8.000000,200.004211,0.016000,0.524636,0.000000,0.000000,0.002599
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D_rtc,200,1000000,50.000000,1.000000,5,1,8.000000,200.310364,0.015000,0.615448,0.000000,0.000000,0.003022
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D_rtc,200,1000000,50.000000,1.000000,5,2,8.000000,200.023224,0.010000,0.575100,0.000000,0.000000,0.002833
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D,200,1000000,50.000000,2.000000,5,0,8.000000,1591.446533,0.000000,3.681763,0.000000,0.000000,0.018384
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D,200,1000000,50.000000,2.000000,5,1,8.000000,1588.383301,0.000000,3.672963,0.000000,0.000000,0.018340
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D,200,1000000,50.000000,2.000000,5,2,8.000000,1590.323853,0.000000,3.676117,0.000000,0.000000,0.018356
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D_rtc,200,1000000,50.000000,2.000000,5,0,8.000000,1591.446533,0.011000,2.726452,0.000000,0.000000,0.013608
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D_rtc,200,1000000,50.000000,2.000000,5,1,8.000000,1588.383301,0.016000,2.722812,0.000000,0.000000,0.013590
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D_rtc,200,1000000,50.000000,2.000000,5,2,8.000000,1590.323730,0.009000,2.723620,0.000000,0.000000,0.013594
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D,200,1000000,50.000000,4.000000,5,0,8.000000,10469.341797,0.000000,23.011221,0.000000,0.000000,0.115031
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D,200,1000000,50.000000,4.000000,5,1,8.000000,10457.633789,0.000000,22.990950,0.000000,0.000000,0.114912
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D,200,1000000,50.000000,4.000000,5,2,8.000000,10465.808594,0.000000,22.962030,0.000000,0.000000,0.114785
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D_rtc,200,1000000,50.000000,4.000000,5,0,8.000000,10469.342773,0.042000,17.287636,0.000000,0.000000,0.086360
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D_rtc,200,1000000,50.000000,4.000000,5,1,8.000000,10457.634766,0.018000,16.916918,0.000000,0.000000,0.084560
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D_rtc,200,1000000,50.000000,4.000000,5,2,8.000000,10465.808594,0.014000,16.953505,0.000000,0.000000,0.084713
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D,200,1000000,50.000000,6.000000,5,0,8.000000,29359.337891,0.000000,65.535706,0.000000,0.000000,0.327653
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D,200,1000000,50.000000,6.000000,5,1,8.000000,29323.085938,0.000000,65.332886,0.000000,0.000000,0.326638
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D,200,1000000,50.000000,6.000000,5,2,8.000000,29323.210938,0.000000,65.404610,0.000000,0.000000,0.326998
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D_rtc,200,1000000,50.000000,6.000000,5,0,8.000000,29359.337891,0.054000,48.080276,0.000000,0.000000,0.240375
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D_rtc,200,1000000,50.000000,6.000000,5,1,8.000000,29323.085938,0.010000,48.057465,0.000000,0.000000,0.240262
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D_rtc,200,1000000,50.000000,6.000000,5,2,8.000000,29323.207031,0.012000,48.068676,0.000000,0.000000,0.240317
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D,200,1000000,50.000000,8.000000,5,0,8.000000,58329.824219,0.000000,135.689850,0.000000,0.000000,0.678423
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D,200,1000000,50.000000,8.000000,5,1,8.000000,58261.464844,0.000000,135.979736,0.000000,0.000000,0.679873
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D,200,1000000,50.000000,8.000000,5,2,8.000000,58200.339844,0.000000,135.909042,0.000000,0.000000,0.679519
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D_rtc,200,1000000,50.000000,8.000000,5,0,8.000000,58329.824219,0.060000,100.319611,0.000000,0.000000,0.501572
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D_rtc,200,1000000,50.000000,8.000000,5,1,8.000000,58261.476562,0.010000,100.182976,0.000000,0.000000,0.500889
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D_rtc,200,1000000,50.000000,8.000000,5,2,8.000000,58200.339844,0.010000,100.287590,0.000000,0.000000,0.501412
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D,200,1000000,50.000000,1.000000,10,0,8.000000,200.004196,0.000000,0.682826,0.000000,0.000000,0.003390
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D,200,1000000,50.000000,1.000000,10,1,8.000000,200.310394,0.000000,0.688850,0.000000,0.000000,0.003409
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D,200,1000000,50.000000,1.000000,10,2,8.000000,200.023285,0.000000,0.679862,0.000000,0.000000,0.003375
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D_rtc,200,1000000,50.000000,1.000000,10,0,8.000000,200.004242,0.010000,0.536432,0.000000,0.000000,0.002658
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D_rtc,200,1000000,50.000000,1.000000,10,1,8.000000,200.310364,0.009000,0.524851,0.000000,0.000000,0.002600
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D_rtc,200,1000000,50.000000,1.000000,10,2,8.000000,200.023285,0.009000,0.525460,0.000000,0.000000,0.002603
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D,200,1000000,50.000000,2.000000,10,0,8.000000,1591.446777,0.000000,3.696752,0.000000,0.000000,0.018459
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D,200,1000000,50.000000,2.000000,10,1,8.000000,1588.383179,0.000000,3.704423,0.000000,0.000000,0.018486
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D,200,1000000,50.000000,2.000000,10,2,8.000000,1590.323853,0.000000,3.693245,0.000000,0.000000,0.018442
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D_rtc,200,1000000,50.000000,2.000000,10,0,8.000000,1591.446533,0.011000,2.753115,0.000000,0.000000,0.013734
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D_rtc,200,1000000,50.000000,2.000000,10,1,8.000000,1588.383179,0.009000,2.734342,0.000000,0.000000,0.013646
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D_rtc,200,1000000,50.000000,2.000000,10,2,8.000000,1590.323730,0.011000,2.760899,0.000000,0.000000,0.013780
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D,200,1000000,50.000000,4.000000,10,0,8.000000,10469.342773,0.000000,23.090691,0.000000,0.000000,0.115428
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D,200,1000000,50.000000,4.000000,10,1,8.000000,10457.634766,0.000000,23.022024,0.000000,0.000000,0.115085
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D,200,1000000,50.000000,4.000000,10,2,8.000000,10465.808594,0.000000,23.040596,0.000000,0.000000,0.115173
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D_rtc,200,1000000,50.000000,4.000000,10,0,8.000000,10469.342773,0.010000,17.006239,0.000000,0.000000,0.085006
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D_rtc,200,1000000,50.000000,4.000000,10,1,8.000000,10457.634766,0.010000,16.963362,0.000000,0.000000,0.084778
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D_rtc,200,1000000,50.000000,4.000000,10,2,8.000000,10465.808594,0.010000,16.999023,0.000000,0.000000,0.084962
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D,200,1000000,50.000000,6.000000,10,0,8.000000,29359.337891,0.000000,65.619194,0.000000,0.000000,0.328071
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D,200,1000000,50.000000,6.000000,10,1,8.000000,29323.085938,0.000000,65.436699,0.000000,0.000000,0.327157
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D,200,1000000,50.000000,6.000000,10,2,8.000000,29323.210938,0.000000,65.565491,0.000000,0.000000,0.327802
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D_rtc,200,1000000,50.000000,6.000000,10,0,8.000000,29359.330078,0.011000,48.123421,0.000000,0.000000,0.240591
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D_rtc,200,1000000,50.000000,6.000000,10,1,8.000000,29323.085938,0.010000,48.047039,0.000000,0.000000,0.240209
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D_rtc,200,1000000,50.000000,6.000000,10,2,8.000000,29323.207031,0.010000,48.118546,0.000000,0.000000,0.240567
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D,200,1000000,50.000000,8.000000,10,0,8.000000,58329.828125,0.000000,135.904663,0.000000,0.000000,0.679459
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D,200,1000000,50.000000,8.000000,10,1,8.000000,58261.480469,0.000000,136.295227,0.000000,0.000000,0.681450
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D,200,1000000,50.000000,8.000000,10,2,8.000000,58200.328125,0.000000,136.278152,0.000000,0.000000,0.681354
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D_rtc,200,1000000,50.000000,8.000000,10,0,8.000000,58329.828125,0.010000,100.449547,0.000000,0.000000,0.502222
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D_rtc,200,1000000,50.000000,8.000000,10,1,8.000000,58261.480469,0.010000,100.203140,0.000000,0.000000,0.500990
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D_rtc,200,1000000,50.000000,8.000000,10,2,8.000000,58200.339844,0.011000,100.366028,0.000000,0.000000,0.501805
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D,200,1000000,50.000000,1.000000,20,0,8.000000,200.004211,0.000000,0.687910,0.000000,0.000000,0.003415
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D,200,1000000,50.000000,1.000000,20,1,8.000000,200.310349,0.000000,0.698001,0.000000,0.000000,0.003411
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D,200,1000000,50.000000,1.000000,20,2,8.000000,200.023239,0.000000,0.684384,0.000000,0.000000,0.003398
