GPU,release_mode,seatbelts_on,model,steps,agent_count,env_width,comm_radius,sort_period,repeat,agent_density,mean_message_count,s_rtc,s_simulation,s_init,s_exit,s_step_mean
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D_rtc,200,64000,40.000000,2.000000,10,0,1.000000,194.318481,0.008000,0.065871,0.000000,0.000000,0.000306
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D_rtc,200,64000,40.000000,2.000000,10,1,1.000000,194.070236,0.009000,0.071858,0.000000,0.000000,0.000336
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D_rtc,200,64000,40.000000,2.000000,10,2,1.000000,192.824310,0.009000,0.068000,0.000000,0.000000,0.000317
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D,200,64000,40.000000,4.000000,10,0,1.000000,1395.799316,0.000000,0.367098,0.000000,0.000000,0.001812
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D,200,64000,40.000000,4.000000,10,1,1.000000,1399.385010,0.000000,0.364842,0.000000,0.000000,0.001801
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D,200,64000,40.000000,4.000000,10,2,1.000000,1395.177368,0.000000,0.365900,0.000000,0.000000,0.001806
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D_rtc,200,64000,40.000000,4.000000,10,0,1.000000,1395.799316,0.009000,0.254090,0.000000,0.000000,0.001247
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D_rtc,200,64000,40.000000,4.000000,10,1,1.000000,1399.385010,0.008000,0.252285,0.000000,0.000000,0.001238
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D_rtc,200,64000,40.000000,4.000000,10,2,1.000000,1395.177368,0.010000,0.259885,0.000000,0.000000,0.001276
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D,200,64000,40.000000,6.000000,10,0,1.000000,3728.162109,0.000000,0.954039,0.000000,0.000000,0.004747
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D,200,64000,40.000000,6.000000,10,1,1.000000,3721.640381,0.000000,0.961527,0.000000,0.000000,0.004783
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D,200,64000,40.000000,6.000000,10,2,1.000000,3716.738525,0.000000,0.970265,0.000000,0.000000,0.004821
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D_rtc,200,64000,40.000000,6.000000,10,0,1.000000,3728.162109,0.009000,0.670145,0.000000,0.000000,0.003311
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D_rtc,200,64000,40.000000,6.000000,10,1,1.000000,3721.640625,0.008000,0.680773,0.000000,0.000000,0.003380
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D_rtc,200,64000,40.000000,6.000000,10,2,1.000000,3716.738037,0.009000,0.676113,0.000000,0.000000,0.003357
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D,200,64000,40.000000,8.000000,10,0,1.000000,8993.427734,0.000000,2.427449,0.000000,0.000000,0.012113
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D,200,64000,40.000000,8.000000,10,1,1.000000,8935.468750,0.000000,2.489260,0.000000,0.000000,0.012423
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D,200,64000,40.000000,8.000000,10,2,1.000000,8951.184570,0.000000,2.456136,0.000000,0.000000,0.012257
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D_rtc,200,64000,40.000000,8.000000,10,0,1.000000,8993.427734,0.009000,1.650415,0.000000,0.000000,0.008229
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D_rtc,200,64000,40.000000,8.000000,10,1,1.000000,8935.468750,0.008000,1.683876,0.000000,0.000000,0.008382
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D_rtc,200,64000,40.000000,8.000000,10,2,1.000000,8951.185547,0.009000,1.692059,0.000000,0.000000,0.008437
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D,200,64000,40.000000,2.000000,20,0,1.000000,194.318512,0.000000,0.085319,0.000000,0.000000,0.000403
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D,200,64000,40.000000,2.000000,20,1,1.000000,194.070251,0.000000,0.086308,0.000000,0.000000,0.000409
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D,200,64000,40.000000,2.000000,20,2,1.000000,192.824310,0.000000,0.089169,0.000000,0.000000,0.000423
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D_rtc,200,64000,40.000000,2.000000,20,0,1.000000,194.318512,0.009000,0.068580,0.000000,0.000000,0.000303
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D_rtc,200,64000,40.000000,2.000000,20,1,1.000000,194.070236,0.008000,0.066501,0.000000,0.000000,0.000310
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D_rtc,200,64000,40.000000,2.000000,20,2,1.000000,192.824310,0.008000,0.069541,0.000000,0.000000,0.000319
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D,200,64000,40.000000,4.000000,20,0,1.000000,1395.799316,0.000000,0.369958,0.000000,0.000000,0.001827
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D,200,64000,40.000000,4.000000,20,1,1.000000,1399.384888,0.000000,0.369002,0.000000,0.000000,0.001822
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D,200,64000,40.000000,4.000000,20,2,1.000000,1395.177368,0.000000,0.366360,0.000000,0.000000,0.001809
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D_rtc,200,64000,40.000000,4.000000,20,0,1.000000,1395.799316,0.008000,0.253313,0.000000,0.000000,0.001244
